Town/County,FIPS,Year,Category,Measure Type,Variable,Value
Morris,900549460,2014,Government,Number,Annual Average Employment,89
Morris,900549460,2014,Government,Number,Number of Employers,11
Morris,900549460,2014,Government,US Dollars,Annual Average Wage,36739
Morris,900549460,2015,All Industries,Number,Annual Average Employment,477
Morris,900549460,2015,All Industries,Number,Number of Employers,81
Morris,900549460,2015,All Industries,US Dollars,Annual Average Wage,36441
Morris,900549460,2015,Government,Number,Number of Employers,12
Morris,900549460,2015,Government,Number,Annual Average Employment,82
Morris,900549460,2015,Government,US Dollars,Annual Average Wage,38910
Naugatuck,900949950,2004,All Industries,Number,Number of Employers,560
Naugatuck,900949950,2004,All Industries,US Dollars,Annual Average Wage,35725
Naugatuck,900949950,2004,All Industries,Number,Annual Average Employment,7836
Naugatuck,900949950,2004,Government,Number,Number of Employers,22
Naugatuck,900949950,2004,Government,US Dollars,Annual Average Wage,47294
Naugatuck,900949950,2004,Government,Number,Annual Average Employment,1045
Naugatuck,900949950,2005,All Industries,Number,Annual Average Employment,7682
Naugatuck,900949950,2005,All Industries,US Dollars,Annual Average Wage,35719
Naugatuck,900949950,2005,All Industries,Number,Number of Employers,566
Naugatuck,900949950,2005,Government,US Dollars,Annual Average Wage,48096
Naugatuck,900949950,2005,Government,Number,Annual Average Employment,1050
Naugatuck,900949950,2005,Government,Number,Number of Employers,22
Naugatuck,900949950,2006,All Industries,Number,Annual Average Employment,7528
Naugatuck,900949950,2006,All Industries,Number,Number of Employers,577
Naugatuck,900949950,2006,All Industries,US Dollars,Annual Average Wage,37250
Naugatuck,900949950,2006,Government,Number,Number of Employers,22
Naugatuck,900949950,2006,Government,Number,Annual Average Employment,1074
Naugatuck,900949950,2006,Government,US Dollars,Annual Average Wage,48383
Naugatuck,900949950,2007,All Industries,Number,Number of Employers,562
Naugatuck,900949950,2007,All Industries,US Dollars,Annual Average Wage,39757
Naugatuck,900949950,2007,All Industries,Number,Annual Average Employment,7691
Naugatuck,900949950,2007,Government,Number,Number of Employers,22
Naugatuck,900949950,2007,Government,Number,Annual Average Employment,1110
Naugatuck,900949950,2007,Government,US Dollars,Annual Average Wage,50210
Naugatuck,900949950,2008,All Industries,US Dollars,Annual Average Wage,41021
Naugatuck,900949950,2008,All Industries,Number,Annual Average Employment,7517
Naugatuck,900949950,2008,All Industries,Number,Number of Employers,556
Naugatuck,900949950,2008,Government,US Dollars,Annual Average Wage,51791
Naugatuck,900949950,2008,Government,Number,Number of Employers,22
Naugatuck,900949950,2008,Government,Number,Annual Average Employment,1122
Naugatuck,900949950,2009,All Industries,US Dollars,Annual Average Wage,40634
Naugatuck,900949950,2009,All Industries,Number,Annual Average Employment,7245
Naugatuck,900949950,2009,All Industries,Number,Number of Employers,548
Naugatuck,900949950,2009,Government,Number,Annual Average Employment,1110
Naugatuck,900949950,2009,Government,US Dollars,Annual Average Wage,54636
Naugatuck,900949950,2009,Government,Number,Number of Employers,22
Naugatuck,900949950,2010,All Industries,Number,Number of Employers,544
Naugatuck,900949950,2010,All Industries,US Dollars,Annual Average Wage,42149
Naugatuck,900949950,2010,All Industries,Number,Annual Average Employment,7235
Naugatuck,900949950,2010,Government,US Dollars,Annual Average Wage,52279
Naugatuck,900949950,2010,Government,Number,Number of Employers,22
Naugatuck,900949950,2010,Government,Number,Annual Average Employment,1093
Naugatuck,900949950,2011,All Industries,US Dollars,Annual Average Wage,44082
Naugatuck,900949950,2011,All Industries,Number,Annual Average Employment,7039
Naugatuck,900949950,2011,All Industries,Number,Number of Employers,548
Naugatuck,900949950,2011,Government,US Dollars,Annual Average Wage,54253
Naugatuck,900949950,2011,Government,Number,Annual Average Employment,1047
Naugatuck,900949950,2011,Government,Number,Number of Employers,22
Naugatuck,900949950,2012,All Industries,US Dollars,Annual Average Wage,43294
Naugatuck,900949950,2012,All Industries,Number,Annual Average Employment,7406
Naugatuck,900949950,2012,All Industries,Number,Number of Employers,550
Naugatuck,900949950,2012,Government,Number,Annual Average Employment,1015
Naugatuck,900949950,2012,Government,Number,Number of Employers,21
Naugatuck,900949950,2012,Government,US Dollars,Annual Average Wage,57256
Naugatuck,900949950,2013,All Industries,US Dollars,Annual Average Wage,43337
Naugatuck,900949950,2013,All Industries,Number,Number of Employers,554
Naugatuck,900949950,2013,All Industries,Number,Annual Average Employment,7767
Naugatuck,900949950,2013,Government,US Dollars,Annual Average Wage,58497
Naugatuck,900949950,2013,Government,Number,Annual Average Employment,987
Naugatuck,900949950,2013,Government,Number,Number of Employers,21
Naugatuck,900949950,2014,All Industries,Number,Number of Employers,537
Naugatuck,900949950,2014,All Industries,Number,Annual Average Employment,7713
Naugatuck,900949950,2014,All Industries,US Dollars,Annual Average Wage,44895
Naugatuck,900949950,2014,Government,Number,Number of Employers,19
Naugatuck,900949950,2014,Government,US Dollars,Annual Average Wage,61186
Naugatuck,900949950,2014,Government,Number,Annual Average Employment,969
Naugatuck,900949950,2015,All Industries,Number,Annual Average Employment,7521
Naugatuck,900949950,2015,All Industries,Number,Number of Employers,542
Naugatuck,900949950,2015,All Industries,US Dollars,Annual Average Wage,45538
Naugatuck,900949950,2015,Government,Number,Annual Average Employment,939
Naugatuck,900949950,2015,Government,Number,Number of Employers,19
Naugatuck,900949950,2015,Government,US Dollars,Annual Average Wage,62187
New Britain,900350440,2004,All Industries,US Dollars,Annual Average Wage,44009
New Britain,900350440,2004,All Industries,Number,Annual Average Employment,23249
New Britain,900350440,2004,All Industries,Number,Number of Employers,1112
New Britain,900350440,2004,Government,US Dollars,Annual Average Wage,52513
New Britain,900350440,2004,Government,Number,Number of Employers,36
New Britain,900350440,2004,Government,Number,Annual Average Employment,4437
New Britain,900350440,2005,All Industries,Number,Annual Average Employment,24078
New Britain,900350440,2005,All Industries,US Dollars,Annual Average Wage,45035
New Britain,900350440,2005,All Industries,Number,Number of Employers,1122
New Britain,900350440,2005,Government,US Dollars,Annual Average Wage,51176
New Britain,900350440,2005,Government,Number,Annual Average Employment,4687
New Britain,900350440,2005,Government,Number,Number of Employers,35
New Britain,900350440,2006,All Industries,Number,Number of Employers,1116
New Britain,900350440,2006,All Industries,Number,Annual Average Employment,24806
New Britain,900350440,2006,All Industries,US Dollars,Annual Average Wage,44958
New Britain,900350440,2006,Government,Number,Number of Employers,35
New Britain,900350440,2006,Government,US Dollars,Annual Average Wage,48144
New Britain,900350440,2006,Government,Number,Annual Average Employment,5235
New Britain,900350440,2007,All Industries,Number,Annual Average Employment,24860
New Britain,900350440,2007,All Industries,Number,Number of Employers,1127
New Britain,900350440,2007,All Industries,US Dollars,Annual Average Wage,48104
New Britain,900350440,2007,Government,Number,Number of Employers,35
New Britain,900350440,2007,Government,Number,Annual Average Employment,5409
New Britain,900350440,2007,Government,US Dollars,Annual Average Wage,50943
New Britain,900350440,2008,All Industries,Number,Annual Average Employment,24929
New Britain,900350440,2008,All Industries,US Dollars,Annual Average Wage,49128
New Britain,900350440,2008,All Industries,Number,Number of Employers,1129
New Britain,900350440,2008,Government,Number,Annual Average Employment,5548
New Britain,900350440,2008,Government,US Dollars,Annual Average Wage,52374
New Britain,900350440,2008,Government,Number,Number of Employers,35
New Britain,900350440,2009,All Industries,US Dollars,Annual Average Wage,49802
New Britain,900350440,2009,All Industries,Number,Annual Average Employment,24863
New Britain,900350440,2009,All Industries,Number,Number of Employers,1136
New Britain,900350440,2009,Government,US Dollars,Annual Average Wage,54016
New Britain,900350440,2009,Government,Number,Annual Average Employment,5551
New Britain,900350440,2009,Government,Number,Number of Employers,34
New Britain,900350440,2010,All Industries,Number,Annual Average Employment,24657
New Britain,900350440,2010,All Industries,US Dollars,Annual Average Wage,50694
New Britain,900350440,2010,All Industries,Number,Number of Employers,1116
New Britain,900350440,2010,Government,US Dollars,Annual Average Wage,52707
New Britain,900350440,2010,Government,Number,Number of Employers,34
New Britain,900350440,2010,Government,Number,Annual Average Employment,5523
New Britain,900350440,2011,All Industries,US Dollars,Annual Average Wage,52223
New Britain,900350440,2011,All Industries,Number,Annual Average Employment,25290
New Britain,900350440,2011,All Industries,Number,Number of Employers,1117
New Britain,900350440,2011,Government,US Dollars,Annual Average Wage,53050
New Britain,900350440,2011,Government,Number,Annual Average Employment,5704
New Britain,900350440,2011,Government,Number,Number of Employers,35
New Britain,900350440,2012,All Industries,US Dollars,Annual Average Wage,52004
New Britain,900350440,2012,All Industries,Number,Annual Average Employment,25321
New Britain,900350440,2012,All Industries,Number,Number of Employers,1146
New Britain,900350440,2012,Government,US Dollars,Annual Average Wage,51614
New Britain,900350440,2012,Government,Number,Number of Employers,35
New Britain,900350440,2012,Government,Number,Annual Average Employment,5687
New Britain,900350440,2013,All Industries,US Dollars,Annual Average Wage,53650
New Britain,900350440,2013,All Industries,Number,Annual Average Employment,24772
New Britain,900350440,2013,All Industries,Number,Number of Employers,1162
New Britain,900350440,2013,Government,US Dollars,Annual Average Wage,56893
New Britain,900350440,2013,Government,Number,Annual Average Employment,5224
New Britain,900350440,2013,Government,Number,Number of Employers,35
New Britain,900350440,2014,All Industries,Number,Number of Employers,1185
New Britain,900350440,2014,All Industries,US Dollars,Annual Average Wage,54878
New Britain,900350440,2014,All Industries,Number,Annual Average Employment,25154
New Britain,900350440,2014,Government,Number,Number of Employers,36
New Britain,900350440,2014,Government,US Dollars,Annual Average Wage,58440
New Britain,900350440,2014,Government,Number,Annual Average Employment,5288
New Britain,900350440,2015,All Industries,Number,Annual Average Employment,24848
New Britain,900350440,2015,All Industries,Number,Number of Employers,1220
New Britain,900350440,2015,All Industries,US Dollars,Annual Average Wage,56921
New Britain,900350440,2015,Government,US Dollars,Annual Average Wage,61778
New Britain,900350440,2015,Government,Number,Annual Average Employment,5233
New Britain,900350440,2015,Government,Number,Number of Employers,36
New Canaan,900150580,2004,All Industries,Number,Annual Average Employment,6380
New Canaan,900150580,2004,All Industries,Number,Number of Employers,928
New Canaan,900150580,2004,All Industries,US Dollars,Annual Average Wage,60925
New Canaan,900150580,2004,Government,Number,Annual Average Employment,1040
New Canaan,900150580,2004,Government,Number,Number of Employers,17
New Canaan,900150580,2004,Government,US Dollars,Annual Average Wage,48733
New Canaan,900150580,2005,All Industries,US Dollars,Annual Average Wage,66909
New Canaan,900150580,2005,All Industries,Number,Annual Average Employment,6430
New Canaan,900150580,2005,All Industries,Number,Number of Employers,916
New Canaan,900150580,2005,Government,US Dollars,Annual Average Wage,50347
New Canaan,900150580,2005,Government,Number,Annual Average Employment,1063
New Canaan,900150580,2005,Government,Number,Number of Employers,17
New Canaan,900150580,2006,All Industries,Number,Number of Employers,930
New Canaan,900150580,2006,All Industries,US Dollars,Annual Average Wage,69432
New Canaan,900150580,2006,All Industries,Number,Annual Average Employment,6427
New Canaan,900150580,2006,Government,Number,Number of Employers,17
New Canaan,900150580,2006,Government,Number,Annual Average Employment,1092
New Canaan,900150580,2006,Government,US Dollars,Annual Average Wage,50975
New Canaan,900150580,2007,All Industries,Number,Number of Employers,940
New Canaan,900150580,2007,All Industries,Number,Annual Average Employment,6520
New Canaan,900150580,2007,All Industries,US Dollars,Annual Average Wage,73945
New Canaan,900150580,2007,Government,Number,Number of Employers,16
New Canaan,900150580,2007,Government,Number,Annual Average Employment,1244
New Canaan,900150580,2007,Government,US Dollars,Annual Average Wage,55405
New Canaan,900150580,2008,All Industries,US Dollars,Annual Average Wage,68161
New Canaan,900150580,2008,All Industries,Number,Annual Average Employment,6526
New Canaan,900150580,2008,All Industries,Number,Number of Employers,925
New Canaan,900150580,2008,Government,US Dollars,Annual Average Wage,55931
New Canaan,900150580,2008,Government,Number,Number of Employers,16
New Canaan,900150580,2008,Government,Number,Annual Average Employment,1365
New Canaan,900150580,2009,All Industries,Number,Annual Average Employment,6333
New Canaan,900150580,2009,All Industries,US Dollars,Annual Average Wage,64975
New Canaan,900150580,2009,All Industries,Number,Number of Employers,918
New Canaan,900150580,2009,Government,Number,Annual Average Employment,1331
New Canaan,900150580,2009,Government,Number,Number of Employers,16
New Canaan,900150580,2009,Government,US Dollars,Annual Average Wage,59076
New Canaan,900150580,2010,All Industries,US Dollars,Annual Average Wage,64822
New Canaan,900150580,2010,All Industries,Number,Annual Average Employment,6089
New Canaan,900150580,2010,All Industries,Number,Number of Employers,925
New Canaan,900150580,2010,Government,Number,Annual Average Employment,1114
New Canaan,900150580,2010,Government,US Dollars,Annual Average Wage,58308
New Canaan,900150580,2010,Government,Number,Number of Employers,16
New Canaan,900150580,2011,All Industries,Number,Number of Employers,924
New Canaan,900150580,2011,All Industries,Number,Annual Average Employment,6303
New Canaan,900150580,2011,All Industries,US Dollars,Annual Average Wage,70193
New Canaan,900150580,2011,Government,US Dollars,Annual Average Wage,65120
New Canaan,900150580,2011,Government,Number,Annual Average Employment,1074
New Canaan,900150580,2011,Government,Number,Number of Employers,15
New Canaan,900150580,2012,All Industries,US Dollars,Annual Average Wage,66508
New Canaan,900150580,2012,All Industries,Number,Number of Employers,944
New Canaan,900150580,2012,All Industries,Number,Annual Average Employment,6371
New Canaan,900150580,2012,Government,Number,Annual Average Employment,1137
New Canaan,900150580,2012,Government,US Dollars,Annual Average Wage,60635
New Canaan,900150580,2012,Government,Number,Number of Employers,15
New Canaan,900150580,2013,All Industries,Number,Annual Average Employment,6368
New Canaan,900150580,2013,All Industries,Number,Number of Employers,967
New Canaan,900150580,2013,All Industries,US Dollars,Annual Average Wage,66369
New Canaan,900150580,2013,Government,US Dollars,Annual Average Wage,62109
New Canaan,900150580,2013,Government,Number,Number of Employers,15
New Canaan,900150580,2013,Government,Number,Annual Average Employment,1145
New Canaan,900150580,2014,All Industries,Number,Number of Employers,994
New Canaan,900150580,2014,All Industries,Number,Annual Average Employment,6462
New Canaan,900150580,2014,All Industries,US Dollars,Annual Average Wage,69325
New Canaan,900150580,2014,Government,Number,Annual Average Employment,1152
New Canaan,900150580,2014,Government,US Dollars,Annual Average Wage,63608
New Canaan,900150580,2014,Government,Number,Number of Employers,15
New Canaan,900150580,2015,All Industries,Number,Annual Average Employment,6646
New Canaan,900150580,2015,All Industries,US Dollars,Annual Average Wage,71874
New Canaan,900150580,2015,All Industries,Number,Number of Employers,1004
New Canaan,900150580,2015,Government,Number,Annual Average Employment,1137
New Canaan,900150580,2015,Government,US Dollars,Annual Average Wage,65672
New Canaan,900150580,2015,Government,Number,Number of Employers,15
New Fairfield,900150860,2004,All Industries,Number,Annual Average Employment,1561
New Fairfield,900150860,2004,All Industries,Number,Number of Employers,238
New Fairfield,900150860,2004,All Industries,US Dollars,Annual Average Wage,38641
New Fairfield,900150860,2004,Government,Number,Number of Employers,15
New Fairfield,900150860,2004,Government,Number,Annual Average Employment,568
New Fairfield,900150860,2004,Government,US Dollars,Annual Average Wage,42826
New Fairfield,900150860,2005,All Industries,US Dollars,Annual Average Wage,38333
New Fairfield,900150860,2005,All Industries,Number,Annual Average Employment,1570
New Fairfield,900150860,2005,All Industries,Number,Number of Employers,236
New Fairfield,900150860,2005,Government,Number,Annual Average Employment,572
New Fairfield,900150860,2005,Government,US Dollars,Annual Average Wage,42765
New Fairfield,900150860,2005,Government,Number,Number of Employers,15
New Fairfield,900150860,2006,All Industries,Number,Number of Employers,249
New Fairfield,900150860,2006,All Industries,Number,Annual Average Employment,1586
New Fairfield,900150860,2006,All Industries,US Dollars,Annual Average Wage,41555
New Fairfield,900150860,2006,Government,Number,Number of Employers,15
New Fairfield,900150860,2006,Government,US Dollars,Annual Average Wage,42465
New Fairfield,900150860,2006,Government,Number,Annual Average Employment,592
New Fairfield,900150860,2007,All Industries,Number,Number of Employers,259
New Fairfield,900150860,2007,All Industries,US Dollars,Annual Average Wage,44020
New Fairfield,900150860,2007,All Industries,Number,Annual Average Employment,1610
New Fairfield,900150860,2007,Government,Number,Number of Employers,14
New Fairfield,900150860,2007,Government,Number,Annual Average Employment,611
New Fairfield,900150860,2007,Government,US Dollars,Annual Average Wage,41168
New Fairfield,900150860,2008,All Industries,Number,Annual Average Employment,1587
New Fairfield,900150860,2008,All Industries,Number,Number of Employers,256
New Fairfield,900150860,2008,All Industries,US Dollars,Annual Average Wage,46094
New Fairfield,900150860,2008,Government,Number,Annual Average Employment,599
New Fairfield,900150860,2008,Government,Number,Number of Employers,14
New Fairfield,900150860,2008,Government,US Dollars,Annual Average Wage,43999
New Fairfield,900150860,2009,All Industries,Number,Annual Average Employment,1631
New Fairfield,900150860,2009,All Industries,US Dollars,Annual Average Wage,47402
New Fairfield,900150860,2009,All Industries,Number,Number of Employers,252
New Fairfield,900150860,2009,Government,US Dollars,Annual Average Wage,45976
New Fairfield,900150860,2009,Government,Number,Annual Average Employment,616
New Fairfield,900150860,2009,Government,Number,Number of Employers,14
New Fairfield,900150860,2010,All Industries,Number,Annual Average Employment,1643
New Fairfield,900150860,2010,All Industries,US Dollars,Annual Average Wage,47558
New Fairfield,900150860,2010,All Industries,Number,Number of Employers,253
New Fairfield,900150860,2010,Government,US Dollars,Annual Average Wage,46820
New Fairfield,900150860,2010,Government,Number,Annual Average Employment,605
New Fairfield,900150860,2010,Government,Number,Number of Employers,14
New Fairfield,900150860,2011,All Industries,US Dollars,Annual Average Wage,48312
New Fairfield,900150860,2011,All Industries,Number,Annual Average Employment,1613
New Fairfield,900150860,2011,All Industries,Number,Number of Employers,252
New Fairfield,900150860,2011,Government,US Dollars,Annual Average Wage,47965
New Fairfield,900150860,2011,Government,Number,Annual Average Employment,579
New Fairfield,900150860,2011,Government,Number,Number of Employers,13
New Fairfield,900150860,2012,All Industries,Number,Annual Average Employment,1596
New Fairfield,900150860,2012,All Industries,US Dollars,Annual Average Wage,47579
New Fairfield,900150860,2012,All Industries,Number,Number of Employers,252
New Fairfield,900150860,2012,Government,Number,Annual Average Employment,598
New Fairfield,900150860,2012,Government,US Dollars,Annual Average Wage,47553
New Fairfield,900150860,2012,Government,Number,Number of Employers,12
New Fairfield,900150860,2013,All Industries,Number,Number of Employers,248
New Fairfield,900150860,2013,All Industries,Number,Annual Average Employment,1579
New Fairfield,900150860,2013,All Industries,US Dollars,Annual Average Wage,46857
New Fairfield,900150860,2013,Government,US Dollars,Annual Average Wage,49857
New Fairfield,900150860,2013,Government,Number,Number of Employers,12
New Fairfield,900150860,2013,Government,Number,Annual Average Employment,583
New Fairfield,900150860,2014,All Industries,Number,Annual Average Employment,1591
New Fairfield,900150860,2014,All Industries,Number,Number of Employers,247
New Fairfield,900150860,2014,All Industries,US Dollars,Annual Average Wage,48572
New Fairfield,900150860,2014,Government,US Dollars,Annual Average Wage,50359
New Fairfield,900150860,2014,Government,Number,Number of Employers,12
New Fairfield,900150860,2014,Government,Number,Annual Average Employment,585
New Fairfield,900150860,2015,All Industries,US Dollars,Annual Average Wage,48756
New Fairfield,900150860,2015,All Industries,Number,Number of Employers,268
New Fairfield,900150860,2015,All Industries,Number,Annual Average Employment,1557
New Fairfield,900150860,2015,Government,Number,Annual Average Employment,555
New Fairfield,900150860,2015,Government,Number,Number of Employers,12
New Fairfield,900150860,2015,Government,US Dollars,Annual Average Wage,56176
New Hartford,900551350,2004,All Industries,Number,Number of Employers,162
New Hartford,900551350,2004,All Industries,Number,Annual Average Employment,1370
New Hartford,900551350,2004,All Industries,US Dollars,Annual Average Wage,30920
New Hartford,900551350,2004,Government,Number,Number of Employers,15
New Hartford,900551350,2004,Government,Number,Annual Average Employment,164
New Hartford,900551350,2004,Government,US Dollars,Annual Average Wage,32921
New Hartford,900551350,2005,All Industries,Number,Annual Average Employment,1263
New Hartford,900551350,2005,All Industries,US Dollars,Annual Average Wage,29759
New Hartford,900551350,2005,All Industries,Number,Number of Employers,162
New Hartford,900551350,2005,Government,Number,Annual Average Employment,161
New Hartford,900551350,2005,Government,Number,Number of Employers,15
New Hartford,900551350,2005,Government,US Dollars,Annual Average Wage,34638
New Hartford,900551350,2006,All Industries,US Dollars,Annual Average Wage,30777
New Hartford,900551350,2006,All Industries,Number,Number of Employers,167
New Hartford,900551350,2006,All Industries,Number,Annual Average Employment,1335
New Hartford,900551350,2006,Government,US Dollars,Annual Average Wage,34870
New Hartford,900551350,2006,Government,Number,Annual Average Employment,181
New Hartford,900551350,2006,Government,Number,Number of Employers,14
New Hartford,900551350,2007,All Industries,Number,Number of Employers,171
New Hartford,900551350,2007,All Industries,Number,Annual Average Employment,1317
New Hartford,900551350,2007,All Industries,US Dollars,Annual Average Wage,32290
New Hartford,900551350,2007,Government,US Dollars,Annual Average Wage,38151
New Hartford,900551350,2007,Government,Number,Number of Employers,14
New Hartford,900551350,2007,Government,Number,Annual Average Employment,170
New Hartford,900551350,2008,All Industries,Number,Number of Employers,164
New Hartford,900551350,2008,All Industries,Number,Annual Average Employment,1365
New Hartford,900551350,2008,All Industries,US Dollars,Annual Average Wage,33662
New Hartford,900551350,2008,Government,Number,Annual Average Employment,175
New Hartford,900551350,2008,Government,Number,Number of Employers,14
New Hartford,900551350,2008,Government,US Dollars,Annual Average Wage,39776
New Hartford,900551350,2009,All Industries,Number,Annual Average Employment,1386
New Hartford,900551350,2009,All Industries,US Dollars,Annual Average Wage,34931
New Hartford,900551350,2009,All Industries,Number,Number of Employers,170
New Hartford,900551350,2009,Government,Number,Number of Employers,13
New Hartford,900551350,2009,Government,Number,Annual Average Employment,174
New Hartford,900551350,2009,Government,US Dollars,Annual Average Wage,41121
New Hartford,900551350,2010,All Industries,Number,Annual Average Employment,1439
New Hartford,900551350,2010,All Industries,US Dollars,Annual Average Wage,36536
New Hartford,900551350,2010,All Industries,Number,Number of Employers,169
New Hartford,900551350,2010,Government,Number,Annual Average Employment,168
New Hartford,900551350,2010,Government,Number,Number of Employers,13
New Hartford,900551350,2010,Government,US Dollars,Annual Average Wage,42467
New Hartford,900551350,2011,All Industries,US Dollars,Annual Average Wage,36901
New Hartford,900551350,2011,All Industries,Number,Annual Average Employment,1453
New Hartford,900551350,2011,All Industries,Number,Number of Employers,171
New Hartford,900551350,2011,Government,US Dollars,Annual Average Wage,43408
New Hartford,900551350,2011,Government,Number,Annual Average Employment,158
New Hartford,900551350,2011,Government,Number,Number of Employers,12
New Hartford,900551350,2012,All Industries,Number,Number of Employers,167
New Hartford,900551350,2012,All Industries,Number,Annual Average Employment,1447
New Hartford,900551350,2012,All Industries,US Dollars,Annual Average Wage,38153
New Hartford,900551350,2012,Government,Number,Number of Employers,11
New Hartford,900551350,2012,Government,Number,Annual Average Employment,147
New Hartford,900551350,2012,Government,US Dollars,Annual Average Wage,44942
New Hartford,900551350,2013,All Industries,Number,Number of Employers,173
New Hartford,900551350,2013,All Industries,Number,Annual Average Employment,1505
New Hartford,900551350,2013,All Industries,US Dollars,Annual Average Wage,37090
New Hartford,900551350,2013,Government,Number,Annual Average Employment,155
New Hartford,900551350,2013,Government,Number,Number of Employers,12
New Hartford,900551350,2013,Government,US Dollars,Annual Average Wage,42669
New Hartford,900551350,2014,All Industries,Number,Number of Employers,174
New Hartford,900551350,2014,All Industries,Number,Annual Average Employment,1490
New Hartford,900551350,2014,All Industries,US Dollars,Annual Average Wage,38326
New Hartford,900551350,2014,Government,Number,Number of Employers,12
New Hartford,900551350,2014,Government,Number,Annual Average Employment,150
New Hartford,900551350,2014,Government,US Dollars,Annual Average Wage,46000
New Hartford,900551350,2015,All Industries,Number,Number of Employers,182
New Hartford,900551350,2015,All Industries,Number,Annual Average Employment,1434
New Hartford,900551350,2015,All Industries,US Dollars,Annual Average Wage,38885
New Hartford,900551350,2015,Government,Number,Number of Employers,12
New Hartford,900551350,2015,Government,US Dollars,Annual Average Wage,46194
New Hartford,900551350,2015,Government,Number,Annual Average Employment,145
New Haven,900952070,2004,All Industries,Number,Annual Average Employment,73834
New Haven,900952070,2004,All Industries,Number,Number of Employers,2926
New Haven,900952070,2004,All Industries,US Dollars,Annual Average Wage,49413
New Haven,900952070,2004,Government,Number,Annual Average Employment,10598
New Haven,900952070,2004,Government,Number,Number of Employers,81
New Haven,900952070,2004,Government,US Dollars,Annual Average Wage,48387
New Haven,900952070,2005,All Industries,US Dollars,Annual Average Wage,50616
New Haven,900952070,2005,All Industries,Number,Annual Average Employment,73160
New Haven,900952070,2005,All Industries,Number,Number of Employers,2939
New Haven,900952070,2005,Government,Number,Annual Average Employment,10717
New Haven,900952070,2005,Government,US Dollars,Annual Average Wage,49679
New Haven,900952070,2005,Government,Number,Number of Employers,79
New Haven,900952070,2006,All Industries,US Dollars,Annual Average Wage,51348
New Haven,900952070,2006,All Industries,Number,Annual Average Employment,76395
New Haven,900952070,2006,All Industries,Number,Number of Employers,3003
New Haven,900952070,2006,Government,Number,Annual Average Employment,12367
New Haven,900952070,2006,Government,US Dollars,Annual Average Wage,46873
New Haven,900952070,2006,Government,Number,Number of Employers,84
New Haven,900952070,2007,All Industries,Number,Number of Employers,3029
New Haven,900952070,2007,All Industries,US Dollars,Annual Average Wage,54574
New Haven,900952070,2007,All Industries,Number,Annual Average Employment,76725
New Haven,900952070,2007,Government,US Dollars,Annual Average Wage,52359
New Haven,900952070,2007,Government,Number,Annual Average Employment,12139
New Haven,900952070,2007,Government,Number,Number of Employers,84
New Haven,900952070,2008,All Industries,US Dollars,Annual Average Wage,56403
New Haven,900952070,2008,All Industries,Number,Annual Average Employment,78194
New Haven,900952070,2008,All Industries,Number,Number of Employers,3010
New Haven,900952070,2008,Government,Number,Annual Average Employment,12420
New Haven,900952070,2008,Government,Number,Number of Employers,80
New Haven,900952070,2008,Government,US Dollars,Annual Average Wage,54525
New Haven,900952070,2009,All Industries,Number,Number of Employers,3023
New Haven,900952070,2009,All Industries,Number,Annual Average Employment,76686
New Haven,900952070,2009,All Industries,US Dollars,Annual Average Wage,57853
New Haven,900952070,2009,Government,Number,Number of Employers,84
New Haven,900952070,2009,Government,Number,Annual Average Employment,11808
New Haven,900952070,2009,Government,US Dollars,Annual Average Wage,56905
New Haven,900952070,2010,All Industries,Number,Annual Average Employment,77080
New Haven,900952070,2010,All Industries,Number,Number of Employers,3074
New Haven,900952070,2010,All Industries,US Dollars,Annual Average Wage,58980
New Haven,900952070,2010,Government,Number,Annual Average Employment,12217
New Haven,900952070,2010,Government,Number,Number of Employers,85
New Haven,900952070,2010,Government,US Dollars,Annual Average Wage,55293
New Haven,900952070,2011,All Industries,Number,Annual Average Employment,78474
New Haven,900952070,2011,All Industries,US Dollars,Annual Average Wage,60414
New Haven,900952070,2011,All Industries,Number,Number of Employers,3048
New Haven,900952070,2011,Government,Number,Annual Average Employment,12119
New Haven,900952070,2011,Government,US Dollars,Annual Average Wage,56005
New Haven,900952070,2011,Government,Number,Number of Employers,84
New Haven,900952070,2012,All Industries,Number,Annual Average Employment,79279
New Haven,900952070,2012,All Industries,Number,Number of Employers,3111
New Haven,900952070,2012,All Industries,US Dollars,Annual Average Wage,61841
New Haven,900952070,2012,Government,Number,Annual Average Employment,11743
New Haven,900952070,2012,Government,Number,Number of Employers,83
New Haven,900952070,2012,Government,US Dollars,Annual Average Wage,56735
New Haven,900952070,2013,All Industries,US Dollars,Annual Average Wage,63057
New Haven,900952070,2013,All Industries,Number,Annual Average Employment,79314
New Haven,900952070,2013,All Industries,Number,Number of Employers,3188
New Haven,900952070,2013,Government,Number,Annual Average Employment,11522
New Haven,900952070,2013,Government,Number,Number of Employers,83
New Haven,900952070,2013,Government,US Dollars,Annual Average Wage,58841
New Haven,900952070,2014,All Industries,US Dollars,Annual Average Wage,65535
New Haven,900952070,2014,All Industries,Number,Number of Employers,3238
New Haven,900952070,2014,All Industries,Number,Annual Average Employment,80581
New Haven,900952070,2014,Government,US Dollars,Annual Average Wage,60476
New Haven,900952070,2014,Government,Number,Annual Average Employment,11727
New Haven,900952070,2014,Government,Number,Number of Employers,82
New Haven,900952070,2015,All Industries,Number,Number of Employers,3271
New Haven,900952070,2015,All Industries,Number,Annual Average Employment,81419
